Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo
Random core,683,C05,B02,37,686.0833333,686.0833333,0,0.36,2.03,10.64,0.13,1.19,0.61,25.5,0.11,66,1.17,0,764,0,8,105,69,484,7,16,0,0,0,36,15,859,14,49,0,73
Random core,678.64,C05,B01,91,686.2233333,686.2233333,0,0.28,0.77,6.45,0.02,0.41,0.28,32.69,0.04,254,0.32,0,255,0,2,23,12,46,0,0,0,8,0,8,0,468,0,17,0,12
Random core,683,C05,B02,39,686.25,686.25,0,0.34,0.38,5.55,0.05,0.69,0.2,32.41,0.02,99,0.56,136,336,0,4,74,22,332,0,7,0,0,0,0,0,1136,0,16,0,43
Random core,678.64,C05,B01,93,686.39,686.39,0,0.39,0.46,2.85,0.06,0.35,0.19,35.19,0.02,208,0.23,0,126,0,1,21,0,54,0,0,0,0,0,0,0,792,0,18,0,0
Random core,683,C05,B02,41,686.4166667,686.4166667,0,0.43,2.17,10.14,0.09,0.84,0.6,26.11,0.12,90,0.89,0,639,101,6,60,54,133,0,10,0,0,0,30,14,863,8,52,0,52
Random core,678.64,C05,B01,95,686.5566667,686.5566667,0,0.25,0.41,4.54,0.03,0.34,0.2,33.98,0.02,200,0.2,0,177,0,1,21,0,49,0,0,0,0,0,7,0,612,0,14,0,14
Random core,683,C05,B02,43,686.5833333,686.5833333,0,0.39,2.7,9.9,0.09,1.32,0.74,23.99,0.14,118,1.35,0,1210,0,9,107,109,348,9,20,0,11,2,45,18,781,11,65,0,143
Random core,678.64,C05,B01,97,686.7233333,686.7233333,0,0.4,3.24,10.45,0.13,1.21,0.82,22.05,0.17,131,1.28,0,854,140,8,60,77,245,0,17,0,12,2,40,0,685,13,64,0,64
Random core,683,C05,B02,45,686.75,686.75,0,0.31,0.85,8.64,0.05,0.5,0.3,30.44,0.03,148,0.35,0,601,0,2,42,29,85,0,7,0,0,0,12,0,675,0,20,0,45
Random core,678.64,C05,B01,99,686.89,686.89,0,0.4,2.83,12.73,0.09,1.18,0.76,22.21,0.14,59,1.28,0,710,110,8,57,78,168,0,18,0,15,2,37,0,683,13,63,0,69
Random core,683,C05,B02,47,686.9166667,686.9166667,0,0.29,0.32,1.86,0,0.3,0.16,36.21,0.01,314,0.21,0,193,0,1,23,0,68,0,0,0,0,0,0,0,626,0,10,0,17
Random core,678.64,C05,B01,101,687.0566667,687.0566667,0,0.38,2.64,11.69,0.06,1.27,0.71,22.63,0.15,134,1.37,0,844,116,9,60,72,152,7,16,30,13,2,36,0,728,12,62,0,62
Random core,683,C05,B02,49,687.0833333,687.0833333,0,0.31,0.29,1.26,0.04,0.27,0.15,37.23,0.01,387,0.16,0,158,0,1,27,14,62,0,0,0,0,0,0,0,734,0,12,0,13
Random core,678.64,C05,B01,103,687.2233333,687.2233333,0,0.37,2.66,12.71,0.04,1.27,0.77,22.28,0.14,74,1.3,159,862,123,9,68,79,212,0,17,0,11,0,41,0,677,12,59,5,83
Random core,683,C05,B02,51,687.25,687.25,0,0.28,0.72,2.5,0,0.28,0.19,35.33,0.02,302,0.17,0,225,0,1,22,0,26,0,0,0,0,0,0,0,501,0,13,0,12
Random core,678.64,C05,B01,105,687.39,687.39,0,0.37,2.76,13.33,0.05,1.34,0.79,21.84,0.15,105,1.41,0,880,118,9,72,99,192,0,19,0,13,2,40,0,648,12,65,0,84
Random core,683,C05,B02,53,687.4166667,687.4166667,0,0.47,2.76,9.06,0.14,1.24,0.69,25.91,0.17,116,1.44,0,1086,0,10,74,87,322,8,20,0,12,3,44,19,827,13,83,5,91
Random core,678.64,C05,B01,107,687.5566667,687.5566667,0,0.31,1.72,9.11,0.13,0.89,0.43,28.27,0.08,115,0.8,0,634,0,5,45,41,274,0,11,0,0,0,21,0,941,13,38,0,42
Random core,683,C05,B02,55,687.5833333,687.5833333,0,0.44,1.92,9.92,0.1,0.99,0.63,25.67,0.11,133,0.92,120,1022,0,6,72,88,452,0,13,0,0,0,29,0,799,12,68,0,88
Random core,678.64,C05,B01,109,687.7233333,687.7233333,0,0.48,7.92,15.11,0.09,1.26,1.24,13.63,0.3,106,1.6,0,765,96,9,47,59,148,11,23,0,16,4,48,0,435,9,127,0,58
Random core,683,C05,B02,57,687.75,687.75,0,0.29,1.11,7.78,0.08,0.76,0.38,29.45,0.08,129,0.64,0,610,0,5,58,59,576,0,7,0,0,0,15,0,1019,13,47,0,38
Random core,678.64,C05,B01,111,687.89,687.89,0,0.48,3.45,14.87,0.11,1.42,1.11,18.75,0.2,89,1.53,0,876,136,10,84,110,160,7,21,0,11,3,58,16,605,14,78,8,111
Random core,683,C05,B02,59,687.9166667,687.9166667,0,0.42,2.72,8.11,0.08,1.09,0.67,26.26,0.14,142,1.23,0,699,96,8,60,58,173,0,16,0,13,2,31,0,780,19,80,6,51
Random core,678.64,C05,B01,113,688.0566667,688.0566667,0,0.46,2.76,12.08,0.11,1.38,0.9,21.68,0.16,87,1.45,141,883,86,9,75,101,170,7,18,38,15,2,46,15,664,15,65,0,118
Random core,683,C05,B02,61,688.0833333,688.0833333,0,0.38,1.38,8.47,0.51,0.47,0.22,30.79,0.04,123,0.39,0,345,0,3,37,18,221,0,0,0,0,0,9,0,885,31,47,0,21
Random core,678.64,C05,B01,115,688.2233333,688.2233333,0,0.39,3.1,11.89,0.08,1.33,0.97,21.68,0.18,82,1.38,121,1010,105,9,72,106,140,8,21,0,12,2,49,0,650,17,62,0,100
Random core,683,C05,B02,63,688.25,688.25,0,0.39,3.92,7.8,0.13,2.11,0.7,25.01,0.21,144,2.61,0,527,0,17,50,49,290,15,20,0,0,2,29,15,702,20,104,5,47
Random core,678.64,C05,B01,117,688.39,688.39,0,0.33,1.92,7.07,0.08,1.1,0.47,28.35,0.1,127,1.15,0,781,0,8,61,69,218,7,16,0,9,0,24,0,977,14,34,0,72
Random core,683,C05,B02,65,688.4166667,688.4166667,0,0.53,10.61,13.9,0.14,1.67,1.26,8.01,0.57,80,1.87,0,722,53,10,83,54,294,10,30,30,0,5,42,14,317,17,336,6,126
Random core,678.64,C05,B01,119,688.5566667,688.5566667,0,0.34,2.26,7.53,0.04,1.13,0.62,27.37,0.13,139,1.22,0,796,113,8,61,59,181,0,14,0,11,0,28,0,867,11,50,0,70
Random core,683,C05,B02,67,688.5833333,688.5833333,0,0.32,3,11.39,0.06,1.48,0.7,23.25,0.17,164,1.72,0,359,108,11,47,60,138,8,21,0,12,0,32,0,712,13,74,0,30
Random core,683,C05,B02,69,688.75,688.75,0,0.34,2.03,12.2,0.12,0.71,0.65,24.48,0.1,88,0.67,131,270,87,4,40,47,83,7,5,0,0,3,37,0,792,19,66,5,22
Random core,683,C05,B02,71,688.9166667,688.9166667,0,0.31,1.4,10.07,0.12,1.02,0.36,27.06,0.07,140,1.05,0,231,0,7,53,60,446,0,13,0,12,0,17,0,889,9,42,0,33
Random core,683,C05,B02,73,689.0833333,689.0833333,0,0.33,1.78,11.68,0.08,0.81,0.54,24.71,0.09,118,0.84,0,239,81,5,39,46,100,0,8,0,0,3,33,0,728,16,51,0,15
Random core,683,C05,B02,75,689.25,689.25,0,0.46,2.65,13,0.12,0.82,0.9,21.99,0.14,106,0.93,129,177,108,6,31,49,66,8,10,0,0,2,46,0,601,17,67,0,14
Random core,683,C05,B02,77,689.4166667,689.4166667,0,0.29,2.04,11,0.09,0.77,0.69,25.22,0.11,138,0.83,0,229,140,5,41,54,66,6,11,0,0,0,34,0,693,16,53,0,17
Random core,683,C05,B02,79,689.5833333,689.5833333,0,0.44,3.16,12.47,0.13,0.87,1.03,22.85,0.16,95,1.04,0,313,145,7,37,63,74,0,9,0,0,2,51,0,615,11,74,0,15
Random core,683,C05,B02,81,689.75,689.75,0,0.42,3.35,12.35,0.06,1.02,1.09,21.53,0.18,126,1.28,0,340,126,8,41,59,112,9,14,32,8,3,57,13,603,15,77,0,23
Random core,683,C05,B02,83,689.9166667,689.9166667,0,0.31,1.71,8.47,0.24,0.85,0.47,28.53,0.08,94,0.78,123,443,0,5,39,45,250,0,6,0,0,0,22,0,821,18,41,7,30
Random core,683,C05,B02,85,690.0833333,690.0833333,0,0.28,1.49,8.28,0.08,0.72,0.52,29.15,0.09,115,0.66,0,450,80,5,41,55,175,0,7,0,0,2,26,0,820,13,44,0,25
Random core,683,C05,B02,87,690.25,690.25,0,0.39,3.59,10.33,0.08,1.22,0.94,22.86,0.22,165,1.5,128,452,121,11,40,66,71,8,16,0,0,2,42,0,594,13,69,0,16
Random core,683,C05,B02,89,690.4166667,690.4166667,0,0.46,2.51,11.39,0.12,0.75,0.84,24.63,0.15,106,0.79,0,299,99,6,38,59,68,7,7,0,0,2,45,0,646,12,59,6,20
Random core,683,C05,B02,91,690.5833333,690.5833333,0,0.3,1.45,8.26,0.17,0.81,0.47,28.43,0.08,112,0.79,0,228,0,6,49,54,164,0,8,0,0,0,26,0,783,14,37,0,26
Random core,683,C05,B02,93,690.75,690.75,0,0.43,2.42,11.02,0.08,0.92,0.83,24.3,0.13,128,1.14,0,216,70,7,30,58,55,0,9,0,0,2,43,0,667,11,59,0,10
Random core,683,C05,B02,95,690.9166667,690.9166667,0.27,0.42,2.36,9.3,0.12,0.79,0.67,25.94,0.1,118,0.87,0,189,0,5,30,36,38,8,8,0,0,2,35,0,708,13,47,0,11
Random core,683,C05,B02,97,691.0833333,691.0833333,0,0.49,2.91,12.01,0.13,0.95,0.94,23.65,0.15,133,1.16,0,101,0,7,23,38,56,8,11,0,0,3,49,0,656,13,68,6,0
Random core,683,C05,B02,99,691.25,691.25,0,0.43,1.66,9.26,0.13,0.76,0.59,27.88,0.09,142,0.88,0,90,0,6,23,23,39,0,9,0,0,0,26,0,720,14,41,0,0
Random core,683,C05,B02,101,691.4166667,691.4166667,0,0.35,1.39,7.93,0.06,0.66,0.54,29.6,0.08,156,0.63,175,99,0,4,27,27,45,0,5,0,0,2,27,0,829,12,40,0,0
Random core,683,C05,B02,103,691.5833333,691.5833333,0,0.38,1.69,9.35,0.09,0.69,0.66,27.38,0.09,143,0.73,132,76,93,4,25,30,47,0,0,0,0,0,32,0,779,11,44,0,10
Random core,683,C05,B02,105,691.75,691.75,0,0.37,1.87,9.37,0.1,1.1,0.63,26.43,0.1,188,1.37,0,119,96,9,24,25,41,8,10,0,0,0,28,0,668,18,43,0,0
Random core,683,C05,B02,107,691.9166667,691.9166667,0,0.49,3.38,10.56,0.1,0.88,1.03,23.72,0.17,167,1.19,0,220,125,7,33,49,84,8,15,0,0,3,47,0,665,14,70,0,14
Random core,683,C05,B02,109,692.0833333,692.0833333,0,0.46,3.1,10.96,0.12,1.06,0.95,23.09,0.15,113,1.35,0,160,101,9,31,52,101,9,13,0,9,3,47,0,660,13,69,0,9
Random core,683,C05,B02,111,692.25,692.25,0,0.47,3.46,10.43,0.13,0.97,0.89,23.82,0.14,181,1.22,0,206,91,8,33,44,93,12,14,0,9,2,41,0,650,18,73,0,0
Random core,683,C05,B02,113,692.4166667,692.4166667,0,0.58,3.54,11.84,0.11,1.08,1.16,22.1,0.19,115,1.27,118,332,138,8,46,64,126,12,12,0,10,3,58,0,630,10,85,7,19
Random core,683,C05,B02,115,692.5833333,692.5833333,0,0.35,1.88,7.16,0.1,0.77,0.48,29.01,0.1,148,0.79,0,368,75,5,32,35,77,0,12,0,0,2,23,0,879,12,47,0,16
Random core,683,C05,B02,117,692.75,692.75,0,0.37,2.02,8.73,0.1,0.73,0.56,27.12,0.1,151,0.71,123,318,100,5,33,39,119,0,7,0,0,0,21,0,798,14,48,0,14
Random core,683,C05,B02,119,692.9166667,692.9166667,0,0.4,3.91,8.58,0.09,0.93,0.7,24.77,0.15,145,1.22,0,374,83,8,41,47,112,0,16,33,10,3,31,0,666,8,81,0,23
Random core,693,C05,B03,1,693.0833333,693.0833333,0,0.36,2.71,9.45,0.1,0.76,0.79,25.7,0.13,129,0.84,0,352,145,5,37,56,156,8,10,0,0,2,36,0,702,13,73,0,15
Random core,693,C05,B03,3,693.25,693.25,0,0.3,1.59,7.14,0.12,0.58,0.45,29.28,0.07,147,0.48,0,305,0,3,32,20,89,0,7,0,0,0,18,0,800,16,50,0,13
Random core,693,C05,B03,5,693.4166667,693.4166667,0,0.39,3.01,9.38,0.15,0.96,0.88,24.52,0.17,148,1.08,0,316,119,7,44,51,87,12,12,0,8,0,36,0,682,14,73,0,23
Random core,693,C05,B03,7,693.5833333,693.5833333,0,0.25,1.48,5.9,0.18,0.51,0.36,31,0.06,189,0.43,0,246,0,3,31,18,76,0,0,0,0,0,17,0,819,13,39,0,8
Random core,693,C05,B03,9,693.75,693.75,0,0.33,2.83,7.93,0.06,0.78,0.57,27.85,0.09,142,0.78,0,129,64,5,33,25,56,7,8,0,0,2,26,0,771,12,67,0,10
Random core,693,C05,B03,11,693.9166667,693.9166667,0,0.43,2.38,8.75,0.1,0.83,0.79,26.21,0.11,128,0.93,0,159,83,6,33,50,87,0,7,0,0,2,37,0,710,17,67,0,0
Random core,693,C05,B03,13,694.0833333,694.0833333,0,0.35,1.69,9.48,0.09,0.84,0.56,27.77,0.08,161,1,0,103,0,6,22,28,44,0,7,0,0,2,28,0,711,13,44,0,0
Random core,693,C05,B03,17,694.4166667,694.4166667,0,0.25,1.62,9.52,0.07,0.55,0.55,26.75,0.08,166,0.61,480,91,64,4,28,32,66,0,7,0,0,0,27,0,721,9,42,0,9
Random core,693,C05,B03,19,694.5833333,694.5833333,0,0.3,1.76,9.15,0.07,0.59,0.53,27.75,0.08,166,0.66,144,113,63,5,29,32,48,0,7,0,0,0,28,0,721,7,39,0,0
Random core,693,C05,B03,21,694.75,694.75,0,0.35,1.61,8.91,0.1,0.53,0.55,27.86,0.08,154,0.53,0,120,0,3,29,31,74,0,6,0,0,0,23,0,764,13,39,0,0
Random core,693,C05,B03,23,694.9166667,694.9166667,0,0.32,0.99,5.71,0.09,0.5,0.26,32.45,0.03,168,0.33,0,165,0,3,21,13,66,0,0,0,0,0,11,0,854,0,19,0,0
Random core,693,C05,B03,25,695.0833333,695.0833333,0,0.24,1.06,5.84,0.05,0.48,0.36,31.21,0.06,141,0.4,0,249,0,3,26,23,73,0,5,0,0,0,13,0,891,10,30,0,16
Random core,693,C05,B03,27,695.25,695.25,0,0.28,1.14,6.71,0.05,0.49,0.44,30.5,0.07,136,0.46,0,211,79,3,29,36,119,0,6,0,0,0,17,0,883,0,29,0,11
Random core,693,C05,B03,29,695.4166667,695.4166667,0,0.28,0.98,5.26,0.05,0.53,0.31,32.82,0.05,166,0.52,0,184,0,3,27,17,41,0,6,0,0,0,11,0,952,0,21,0,11
Random core,693,C05,B03,31,695.5833333,695.5833333,0,0.23,0.92,6.14,0.05,0.47,0.27,32.07,0.04,157,0.43,0,175,0,3,28,28,60,0,5,0,0,0,9,0,897,0,22,0,15
Random core,693,C05,B03,33,695.75,695.75,0,0.33,1.97,7.17,0.12,0.73,0.62,28.61,0.11,163,0.84,0,301,101,6,33,37,65,0,10,0,0,0,29,16,776,13,48,6,19
Random core,693,C05,B03,35,695.9166667,695.9166667,0,0.36,2.11,10.16,0.1,0.78,0.68,25.18,0.11,168,0.87,0,177,95,6,34,47,87,0,9,0,0,0,36,0,667,11,43,0,14
Random core,693,C05,B03,37,696.0833333,696.0833333,0,0.39,1.99,10.29,0.13,0.68,0.66,26.63,0.11,144,0.77,0,201,88,5,31,38,83,0,5,0,0,0,33,0,679,13,40,0,9
Random core,693,C05,B03,39,696.25,696.25,0,0.38,1.49,8.33,0.12,0.85,0.54,28.12,0.08,160,0.88,0,145,63,6,30,41,45,0,7,0,0,0,25,0,795,8,38,0,11
Random core,693,C05,B03,41,696.4166667,696.4166667,0,0.26,1.25,7.62,0.1,0.56,0.46,29.12,0.08,142,0.62,0,132,72,4,24,28,60,7,7,0,0,0,16,0,813,0,27,0,0
Random core,693,C05,B03,43,696.5833333,696.5833333,0,0.22,0.77,6.99,0.03,0.44,0.3,30.9,0.03,140,0.4,0,127,0,3,25,22,150,0,0,0,0,0,10,0,871,8,16,0,0
Random core,693,C05,B03,45,696.75,696.75,0,0.43,1.78,9.69,0.11,0.73,0.68,27.57,0.11,152,0.77,0,223,106,5,35,40,65,0,8,0,0,0,31,0,744,10,47,0,11
Random core,693,C05,B03,47,696.9166667,696.9166667,0,0.31,1.94,9.75,0.1,0.75,0.67,26.55,0.1,169,0.9,0,123,120,6,33,42,77,0,7,0,0,0,33,0,700,11,46,0,0
Random core,693,C05,B03,49,697.0833333,697.0833333,0,0.21,1.23,7.2,0.08,0.67,0.4,30.29,0.07,176,0.74,135,93,91,5,26,23,63,0,8,0,0,0,17,0,824,13,37,0,9
Random core,693,C05,B03,51,697.25,697.25,0,0.35,1.9,7.49,0.1,0.54,0.49,29.63,0.08,164,0.59,0,146,0,4,28,33,56,0,6,0,0,0,19,0,754,15,42,0,15
Random core,693,C05,B03,53,697.4166667,697.4166667,0,0.42,2.85,7.64,0.14,0.73,0.74,27.17,0.14,208,0.92,0,143,0,6,31,30,71,0,11,0,0,0,26,0,659,13,78,0,12
Random core,693,C05,B03,55,697.5833333,697.5833333,0,0.24,1.09,7.47,0.03,0.39,0.42,30.52,0.06,223,0.44,0,0,0,3,20,0,38,0,4,0,0,2,21,0,491,10,41,0,14
Random core,693,C05,B03,57,697.75,697.75,0,0.33,0.7,5.22,0.04,0.28,0.29,33.66,0.03,371,0.25,0,0,0,1,19,12,28,0,5,0,0,0,8,0,469,8,33,0,0
Random core,693,C05,B03,59,697.9166667,697.9166667,0,0.31,0.72,5.44,0.03,0.29,0.27,33.39,0.03,467,0.29,0,0,0,2,18,0,20,0,0,0,0,0,8,0,458,0,35,0,0
Random core,693,C05,B03,61,698.0833333,698.0833333,0,0.44,3.62,9.13,0.07,1.03,0.99,23.78,0.19,199,1.37,0,83,74,9,34,43,69,0,13,0,0,2,41,0,566,23,123,6,12
Random core,693,C05,B03,63,698.25,698.25,0,0.67,8.78,13.22,0.06,2.3,1.69,14.24,0.46,237,3.27,0,0,75,19,33,36,163,14,27,0,8,2,47,0,366,23,287,16,18
Random core,693,C05,B03,65,698.4166667,698.4166667,0.47,0.56,11.19,14.64,0.06,2.55,1.49,2.78,0.62,134,3.93,0,0,0,17,17,31,110,20,32,0,8,3,46,0,235,31,511,15,36
Random core,693,C05,B03,67,698.5833333,698.5833333,0,0.34,2.28,10.69,0.06,0.62,0.68,25.82,0.12,161,0.82,0,112,73,5,26,30,80,10,11,0,0,0,30,0,639,16,74,0,0
Random core,693,C05,B03,69,698.75,698.75,0,0.3,1.73,9.92,0.11,0.54,0.5,27.16,0.08,152,0.56,0,155,0,3,29,29,71,0,5,0,0,0,25,0,734,23,61,0,11
Random core,693,C05,B03,71,698.9166667,698.9166667,0,0.43,1.9,9.9,0.12,0.64,0.51,27.33,0.08,144,0.62,0,210,89,4,35,30,52,0,0,0,0,0,22,0,736,13,51,5,16
Random core,693,C05,B03,73,699.0833333,699.0833333,0,0.35,1.94,9.77,0.09,0.73,0.63,27.18,0.11,159,0.78,156,253,111,5,39,43,77,8,9,0,9,0,29,0,749,13,68,5,12
Random core,693,C05,B03,75,699.25,699.25,0,0.45,3,8.56,0.09,1.19,0.77,26.01,0.14,235,1.5,0,311,188,11,29,59,64,0,14,0,12,2,36,0,641,11,60,0,22
Random core,693,C05,B03,77,699.4166667,699.4166667,0,0.33,0.95,5.78,0.07,0.58,0.27,32.34,0.03,238,0.65,0,116,0,4,24,19,35,0,6,0,0,0,13,0,770,9,37,0,10
Random core,693,C05,B03,79,699.5833333,699.5833333,0,0.23,1.1,6.55,0.07,0.57,0.4,30.26,0.05,141,0.58,212,211,0,4,33,34,69,0,5,0,0,0,20,0,823,0,33,0,15
Random core,693,C05,B03,81,699.75,699.75,0,0.23,1.19,7.01,0.09,0.59,0.46,29.95,0.06,133,0.55,0,255,0,3,35,45,169,0,7,0,0,0,22,0,831,12,34,0,17
Random core,693,C05,B03,83,699.9166667,699.9166667,0,0.38,2.11,5.36,0.07,1.13,0.41,29.55,0.1,129,1.19,131,360,102,7,34,44,28,0,9,0,0,2,19,0,893,0,40,0,20
Random core,693,C05,B03,85,700.0833333,700.0833333,0,0.3,1.73,8.28,0.11,0.63,0.6,28.29,0.09,142,0.63,0,236,111,4,36,50,199,0,6,0,0,2,29,0,757,12,43,0,17
Random core,693,C05,B03,87,700.25,700.25,0,0.43,2.34,8.83,0.17,0.78,0.72,26.98,0.1,182,0.94,134,298,133,7,29,43,63,0,8,0,10,2,34,0,671,18,51,0,23
Random core,693,C05,B03,89,700.4166667,700.4166667,0,0.29,0.87,6.48,0.17,0.48,0.37,32.2,0.06,159,0.44,0,182,0,2,26,22,32,0,0,0,0,0,18,0,856,0,27,0,10
Random core,693,C05,B03,91,700.5833333,700.5833333,0,0.2,1.32,6.42,0.04,0.54,0.43,30.57,0.06,176,0.57,0,220,67,4,30,29,42,0,6,0,0,2,21,0,830,10,29,0,11
Random core,693,C05,B03,93,700.75,700.75,0,0.24,1.26,7.16,0.08,0.58,0.47,30.41,0.07,129,0.52,0,229,0,3,28,32,54,0,6,0,0,0,20,0,793,0,28,0,20
Random core,693,C05,B03,95,700.9166667,700.9166667,0,0.34,1.52,7.77,0.12,0.7,0.6,29.14,0.08,144,0.68,0,181,124,5,28,33,92,0,5,0,0,0,27,0,701,10,34,0,14
Random core,693,C05,B03,97,701.0833333,701.0833333,0,0.28,1.32,6.35,0.07,0.6,0.46,30.4,0.07,163,0.54,0,219,98,3,37,28,36,0,6,0,0,0,23,0,843,8,29,0,22
Random core,693,C05,B03,99,701.25,701.25,0,0.26,1.11,6.9,0.05,0.55,0.4,30.52,0.05,150,0.49,0,186,76,3,26,46,71,0,5,0,0,0,18,0,799,0,29,0,13
Random core,693,C05,B03,101,701.4166667,701.4166667,0,0.33,1.37,7.48,0.08,0.53,0.5,29.4,0.07,155,0.54,136,134,0,3,29,41,59,0,0,0,0,0,19,0,743,9,30,0,12
Random core,693,C05,B03,103,701.5833333,701.5833333,0,0.27,1.57,7.42,0.1,0.6,0.54,29.07,0.08,158,0.62,0,221,89,4,36,50,60,0,6,0,0,0,22,0,731,11,35,0,16
Random core,693,C05,B03,105,701.75,701.75,0,0.3,1.79,6.94,0.11,0.82,0.59,21.84,0.09,127,0.89,0,169,92,5,37,57,116,8,13,0,11,2,31,0,616,15,37,0,19
Random core,693,C05,B03,107,701.9166667,701.9166667,0,0.46,2.08,7.97,0.1,0.85,0.68,27.22,0.11,185,1.01,0,116,81,6,36,47,74,0,9,0,0,0,31,0,634,15,42,0,22
Random core,693,C05,B03,109,702.0833333,702.0833333,0,0.42,3.08,8.92,0.12,1.45,0.88,25.21,0.19,236,2.07,0,187,168,14,35,58,67,0,19,0,20,2,42,0,571,17,55,0,22
Random core,693,C05,B03,111,702.25,702.25,0,0.38,2.06,7.69,0.14,0.78,0.71,27.68,0.1,177,0.99,133,95,130,7,22,30,67,0,9,0,10,2,33,0,645,9,43,0,10
Random core,693,C05,B03,113,702.4166667,702.4166667,0,0.38,2.22,7.91,0.08,0.68,0.68,27.7,0.1,164,0.85,0,136,142,6,28,39,78,0,7,0,0,0,26,0,636,14,42,0,18
Random core,693,C05,B03,115,702.5833333,702.5833333,0,0.23,1.36,5.21,0.06,0.55,0.34,32.42,0.05,183,0.6,175,117,0,4,23,13,49,0,5,0,8,0,13,0,566,10,29,0,10
Random core,693,C05,B03,117,702.75,702.75,0,0.26,0.75,2.85,0.03,0.29,0.22,34.65,0.02,450,0.25,0,83,0,2,19,0,24,0,0,0,0,0,0,0,430,0,11,0,0
Random core,693,C05,B03,119,702.9166667,702.9166667,0,0.21,1.03,4.27,0.07,0.63,0.33,31.59,0.06,182,0.57,0,187,0,3,29,29,48,0,6,0,0,2,19,0,876,9,24,0,11
Random core,703,C05,B04,1,703.0833333,703.0833333,0,0.34,1.33,5.84,0.09,0.6,0.53,29.81,0.09,142,0.62,0,249,78,4,34,41,53,0,7,0,0,0,25,0,807,0,39,0,25
Random core,703,C05,B04,3,703.25,703.25,0,0.27,0.45,3.98,0.04,0.37,0.2,34.59,0.02,179,0.29,0,167,0,2,20,0,20,0,4,0,0,0,8,0,963,0,0,0,0
Random core,703,C05,B04,5,703.4166667,703.4166667,0,0.22,0.49,3.87,0.25,0.36,0.18,33.96,0.01,176,0.28,138,112,0,2,22,15,37,0,0,0,0,0,0,0,939,0,10,0,0
Random core,703,C05,B04,7,703.5833333,703.5833333,0,0.33,1.72,6.51,0.09,0.62,0.56,30.68,0.08,174,0.67,0,229,106,5,30,31,60,0,8,0,0,0,25,0,717,11,29,0,0
Random core,703,C05,B04,9,703.75,703.75,0,0.3,1.41,5.77,0.08,0.61,0.44,31.09,0.07,160,0.64,0,267,82,4,32,30,45,0,7,0,0,0,18,0,787,11,29,0,9
Random core,703,C05,B04,11,703.9166667,703.9166667,0,0.25,1.1,4.87,0.11,0.62,0.35,32.01,0.05,141,0.63,0,189,94,4,29,40,47,0,7,0,0,0,13,0,896,10,27,0,15
Random core,703,C05,B04,13,704.0833333,704.0833333,0,0.29,1.44,5.81,0.17,0.81,0.48,30.82,0.08,175,0.91,0,308,110,5,32,39,50,0,8,0,0,0,22,0,805,13,34,0,17
Random core,703,C05,B04,15,704.25,704.25,0,0.35,2.03,5.77,0.09,0.63,0.38,30.06,0.07,153,0.6,0,282,0,4,32,26,36,0,6,0,0,0,14,0,803,8,22,0,9
Random core,703,C05,B04,17,704.4166667,704.4166667,0,0.49,3.04,10.33,0.2,1.12,0.99,24.02,0.17,184,1.43,0,324,162,9,38,54,75,0,13,0,8,2,45,0,619,18,65,0,18
Random core,703,C05,B04,19,704.5833333,704.5833333,0,0.41,2.44,9.91,0.14,0.88,0.76,25.83,0.12,155,1.08,150,209,136,7,31,54,79,0,11,0,10,0,38,0,655,12,51,0,16
Random core,703,C05,B04,21,704.75,704.75,0,0.23,1.1,4.44,0.1,0.69,0.31,32.21,0.05,153,0.77,0,168,0,5,27,16,32,0,9,0,0,0,9,0,868,11,21,0,10
Random core,703,C05,B04,23,704.9166667,704.9166667,0,0.44,2.29,9.5,0.11,1.14,0.79,26.04,0.11,178,1.52,0,238,94,10,33,45,68,10,14,0,0,0,38,0,585,13,41,0,9
Random core,703,C05,B04,25,705.0833333,705.0833333,0,0.39,2.37,8.98,0.13,1.06,0.82,25.77,0.12,185,1.4,0,163,143,9,28,35,67,0,18,0,8,2,42,0,616,20,50,0,0
Random core,703,C05,B04,27,705.25,705.25,0,0.53,2.46,9.29,0.1,1.02,0.8,25.87,0.11,186,1.4,0,166,91,9,27,35,51,8,18,0,0,2,44,0,589,15,43,0,0
Random core,703,C05,B04,29,705.4166667,705.4166667,0,0.35,2.15,8.27,0.11,0.85,0.73,27.52,0.1,201,1.1,0,117,113,7,30,38,61,7,16,0,9,0,32,0,644,11,38,0,12
Random core,703,C05,B04,31,705.5833333,705.5833333,0,0.34,2.22,8.47,0.11,0.86,0.71,27.38,0.1,140,1.04,0,180,112,7,30,44,69,7,10,0,8,0,33,0,649,16,40,0,13
Random core,703,C05,B04,33,705.75,705.75,0,0.4,2.3,8.11,0.61,0.79,0.76,26.97,0.11,132,0.96,0,234,142,6,32,41,66,0,11,0,0,2,38,15,705,26,42,0,15
Random core,703,C05,B04,35,705.9166667,705.9166667,0,0.4,2.06,7.52,0.1,0.84,0.72,28.68,0.12,142,0.98,0,358,121,7,33,37,72,0,9,0,0,0,30,0,748,11,48,0,22
